iShares Russell 3000 ETF
Fund Holdings as of,"Jul 24, 2026"
Inception Date,"May 22, 2000"
Shares Outstanding,"46,200,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"

Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"NOC","NORTHROP GRUMMAN CORP","Industrials","Equity","19,755,429.92","0.10","19,755,429.92","36,433.00","542.24","United States","NYSE","USD","1.00","USD","-"
"ORLY","OREILLY AUTOMOTIVE INC","Consumer Discretionary","Equity","19,694,453.80","0.10","19,694,453.80","225,337.00","87.40","United States","NASDAQ","USD","1.00","USD","Jan 01, 1970"
"HLT","HILTON WORLDWIDE HOLDINGS INC","Consumer Discretionary","Equity","19,691,557.15","0.10","19,691,557.15","60,595.00","324.97","United States","NYSE","USD","1.00","USD","-"
"CL","COLGATE-PALMOLIVE","Consumer Staples","Equity","19,601,274.00","0.10","19,601,274.00","215,992.00","90.75","United States","NYSE","USD","1.00","USD","-"
"DLR","DIGITAL REALTY TRUST REIT INC","Real Estate","Equity","19,580,314.32","0.10","19,580,314.32","98,354.00","199.08","United States","NYSE","USD","1.00","USD","-"
"URI","UNITED RENTALS INC","Industrials","Equity","19,341,959.37","0.10","19,341,959.37","16,943.00","1,141.59","United States","NYSE","USD","1.00","USD","-"
"MCO","MOODYS CORP","Financials","Equity","19,216,925.50","0.10","19,216,925.50","40,757.00","471.50","United States","NYSE","USD","1.00","USD","-"
"CTAS","CINTAS CORP","Industrials","Equity","19,063,147.80","0.10","19,063,147.80","92,580.00","205.91","United States","NASDAQ","USD","1.00","USD","-"
"MSI","MOTOROLA SOLUTIONS INC","Information Technology","Equity","18,924,774.19","0.10","18,924,774.19","45,293.00","417.83","United States","NYSE","USD","1.00","USD","-"
"SNPS","SYNOPSYS INC","Information Technology","Equity","18,890,112.60","0.10","18,890,112.60","50,580.00","373.47","United States","NASDAQ","USD","1.00","USD","-"
"TDG","TRANSDIGM GROUP INC","Industrials","Equity","18,869,721.18","0.10","18,869,721.18","15,258.00","1,236.71","United States","NYSE","USD","1.00","USD","-"
"FDX","FEDEX CORP","Industrials","Equity","18,720,907.44","0.10","18,720,907.44","59,439.00","314.96","United States","NYSE","USD","1.00","USD","-"
"PCAR","PACCAR INC","Industrials","Equity","18,508,442.64","0.10","18,508,442.64","139,961.00","132.24","United States","NASDAQ","USD","1.00","USD","-"
"KKR","KKR AND CO INC","Financials","Equity","18,456,517.44","0.10","18,456,517.44","185,754.00","99.36","United States","NYSE","USD","1.00","USD","-"
"ECL","ECOLAB INC","Materials","Equity","18,264,250.00","0.09","18,264,250.00","67,960.00","268.75","United States","NYSE","USD","1.00","USD","-"
"CRH","CRH PUBLIC LIMITED PLC","Materials","Equity","18,179,935.32","0.09","18,179,935.32","182,036.00","99.87","United States","NYSE","USD","1.00","USD","-"
"ALL","ALLSTATE CORP","Financials","Equity","18,104,310.80","0.09","18,104,310.80","69,640.00","259.97","United States","NYSE","USD","1.00","USD","-"
"REGN","REGENERON PHARMACEUTICALS INC","Health Care","Equity","18,004,850.46","0.09","18,004,850.46","27,446.00","656.01","United States","NASDAQ","USD","1.00","USD","-"
"BSX","BOSTON SCIENTIFIC CORP","Health Care","Equity","17,833,635.00","0.09","17,833,635.00","403,020.00","44.25","United States","NYSE","USD","1.00","USD","-"
"MNST","MONSTER BEVERAGE CORP","Consumer Staples","Equity","17,720,001.11","0.09","17,720,001.11","189,539.00","93.49","United States","NASDAQ","USD","1.00","USD","-"
"APD","AIR PRODUCTS AND CHEMICALS INC","Materials","Equity","17,710,456.59","0.09","17,710,456.59","59,457.00","297.87","United States","NYSE","USD","1.00","USD","-"
"DASH","DOORDASH INC CLASS A","Consumer Discretionary","Equity","17,593,765.41","0.09","17,593,765.41","101,751.00","172.91","United States","NASDAQ","USD","1.00","USD","-"
"HONA","HONEYWELL AEROSPACE INC","Industrials","Equity","17,582,467.13","0.09","17,582,467.13","86,159.00","204.07","United States","NASDAQ","USD","1.00","USD","-"
"TFC","TRUIST FINANCIAL CORP","Financials","Equity","17,517,292.08","0.09","17,517,292.08","338,433.00","51.76","United States","NYSE","USD","1.00","USD","-"
"KMI","KINDER MORGAN INC","Energy","Equity","17,474,356.52","0.09","17,474,356.52","531,782.00","32.86","United States","NYSE","USD","1.00","USD","-"
"HPE","HEWLETT PACKARD ENTERPRISE","Information Technology","Equity","17,147,082.57","0.09","17,147,082.57","359,553.00","47.69","United States","NYSE","USD","1.00","USD","-"
"MPWR","MONOLITHIC POWER SYSTEMS INC","Information Technology","Equity","17,123,452.78","0.09","17,123,452.78","12,838.00","1,333.81","United States","NASDAQ","USD","1.00","USD","-"
"AJG","ARTHUR J GALLAGHER","Financials","Equity","17,043,850.53","0.09","17,043,850.53","68,789.00","247.77","United States","NYSE","USD","1.00","USD","-"
"D","DOMINION ENERGY INC","Utilities","Equity","16,986,501.00","0.09","16,986,501.00","238,910.00","71.10","United States","NYSE","USD","1.00","USD","-"
"TGT","TARGET CORP","Consumer Staples","Equity","16,855,809.74","0.09","16,855,809.74","123,233.00","136.78","United States","NYSE","USD","1.00","USD","-"
"WBD","WARNER BROS. DISCOVERY INC SERIES","Communication","Equity","16,833,118.62","0.09","16,833,118.62","653,206.00","25.77","United States","NASDAQ","USD","1.00","USD","-"
"SRE","SEMPRA","Utilities","Equity","16,642,304.24","0.09","16,642,304.24","178,988.00","92.98","United States","NYSE","USD","1.00","USD","-"
"O","REALTY INCOME REIT CORP","Real Estate","Equity","16,557,768.00","0.09","16,557,768.00","252,405.00","65.60","United States","NYSE","USD","1.00","USD","-"
"SPCX","SPACE EXPLORATION TECHNOLOGIES COR","Communication","Equity","16,529,000.01","0.09","16,529,000.01","143,643.00","115.07","United States","NASDAQ","USD","1.00","USD","-"
"FIX","COMFORT SYSTEMS USA INC","Industrials","Equity","16,363,450.40","0.08","16,363,450.40","9,439.00","1,733.60","United States","NYSE","USD","1.00","USD","-"
"GWW","WW GRAINGER INC","Industrials","Equity","16,314,680.00","0.08","16,314,680.00","11,800.00","1,382.60","United States","NYSE","USD","1.00","USD","-"
"TRGP","TARGA RESOURCES CORP","Energy","Equity","16,261,155.33","0.08","16,261,155.33","57,801.00","281.33","United States","NYSE","USD","1.00","USD","-"
"CTVA","CORTEVA INC","Materials","Equity","16,243,589.25","0.08","16,243,589.25","182,001.00","89.25","United States","NYSE","USD","1.00","USD","-"
"OKE","ONEOK INC","Energy","Equity","15,908,094.76","0.08","15,908,094.76","170,761.00","93.16","United States","NYSE","USD","1.00","USD","-"
"ABNB","AIRBNB INC CLASS A","Consumer Discretionary","Equity","15,842,708.00","0.08","15,842,708.00","112,280.00","141.10","United States","NASDAQ","USD","1.00","USD","-"
"COR","CENCORA INC","Health Care","Equity","15,558,957.12","0.08","15,558,957.12","50,208.00","309.89","United States","NYSE","USD","1.00","USD","-"
"BKR","BAKER HUGHES CLASS A","Energy","Equity","15,555,970.00","0.08","15,555,970.00","271,720.00","57.25","United States","NASDAQ","USD","1.00","USD","-"
"AFL","AFLAC INC","Financials","Equity","15,527,048.80","0.08","15,527,048.80","123,623.00","125.60","United States","NYSE","USD","1.00","USD","-"
"HCA","HCA HEALTHCARE INC","Health Care","Equity","15,497,804.50","0.08","15,497,804.50","40,550.00","382.19","United States","NYSE","USD","1.00","USD","-"
"LHX","L3HARRIS TECHNOLOGIES INC","Industrials","Equity","15,345,834.57","0.08","15,345,834.57","51,117.00","300.21","United States","NYSE","USD","1.00","USD","-"
"LNG","CHENIERE ENERGY INC","Energy","Equity","15,328,727.04","0.08","15,328,727.04","56,832.00","269.72","United States","NYSE","USD","1.00","USD","-"
"DAL","DELTA AIR LINES INC","Industrials","Equity","15,221,146.76","0.08","15,221,146.76","178,946.00","85.06","United States","NYSE","USD","1.00","USD","-"
"F","FORD MOTOR CO","Consumer Discretionary","Equity","15,175,064.88","0.08","15,175,064.88","1,056,024.00","14.37","United States","NYSE","USD","1.00","USD","-"
"VST","VISTRA CORP","Utilities","Equity","15,080,790.90","0.08","15,080,790.90","92,305.00","163.38","United States","NYSE","USD","1.00","USD","-"
"AME","AMETEK INC","Industrials","Equity","15,025,369.12","0.08","15,025,369.12","62,096.00","241.97","United States","NYSE","USD","1.00","USD","-"
"CIEN","CIENA CORP","Information Technology","Equity","14,931,544.32","0.08","14,931,544.32","38,192.00","390.96","United States","NYSE","USD","1.00","USD","-"
"TER","TERADYNE INC","Information Technology","Equity","14,906,941.92","0.08","14,906,941.92","42,601.00","349.92","United States","NASDAQ","USD","1.00","USD","-"
"NUE","NUCOR CORP","Materials","Equity","14,815,723.32","0.08","14,815,723.32","59,847.00","247.56","United States","NYSE","USD","1.00","USD","-"
"KEYS","KEYSIGHT TECHNOLOGIES INC","Information Technology","Equity","14,774,178.54","0.08","14,774,178.54","46,362.00","318.67","United States","NYSE","USD","1.00","USD","-"
"PSA","PUBLIC STORAGE REIT","Real Estate","Equity","14,767,326.64","0.08","14,767,326.64","45,793.00","322.48","United States","NYSE","USD","1.00","USD","-"
"LITE","LUMENTUM HOLDINGS INC","Information Technology","Equity","14,717,314.11","0.08","14,717,314.11","19,289.00","762.99","United States","NASDAQ","USD","1.00","USD","-"
"FAST","FASTENAL","Industrials","Equity","14,715,097.08","0.08","14,715,097.08","312,954.00","47.02","United States","NASDAQ","USD","1.00","USD","-"
"CARR","CARRIER GLOBAL CORP","Industrials","Equity","14,603,111.04","0.08","14,603,111.04","212,008.00","68.88","United States","NYSE","USD","1.00","USD","-"
"CAH","CARDINAL HEALTH INC","Health Care","Equity","14,495,639.07","0.07","14,495,639.07","63,569.00","228.03","United States","NYSE","USD","1.00","USD","-"
"ETR","ENTERGY CORP","Utilities","Equity","14,401,337.85","0.07","14,401,337.85","124,203.00","115.95","United States","NYSE","USD","1.00","USD","-"
"EA","ELECTRONIC ARTS INC","Communication","Equity","14,279,216.12","0.07","14,279,216.12","68,302.00","209.06","United States","NASDAQ","USD","1.00","USD","-"
"ROK","ROCKWELL AUTOMATION INC","Industrials","Equity","14,192,933.60","0.07","14,192,933.60","30,710.00","462.16","United States","NYSE","USD","1.00","USD","-"
"FITB","FIFTH THIRD BANCORP","Financials","Equity","14,128,313.95","0.07","14,128,313.95","246,095.00","57.41","United States","NYSE","USD","1.00","USD","-"
"APO","APOLLO GLOBAL MANAGEMENT INC","Financials","Equity","14,049,879.90","0.07","14,049,879.90","114,590.00","122.61","United States","NYSE","USD","1.00","USD","-"
"MET","METLIFE INC","Financials","Equity","13,913,457.60","0.07","13,913,457.60","146,720.00","94.83","United States","NYSE","USD","1.00","USD","-"
"XEL","XCEL ENERGY INC","Utilities","Equity","13,843,963.37","0.07","13,843,963.37","169,511.00","81.67","United States","NASDAQ","USD","1.00","USD","-"
"WAB","WESTINGHOUSE AIR BRAKE TECHNOLOGIE","Industrials","Equity","13,825,157.50","0.07","13,825,157.50","45,703.00","302.50","United States","NYSE","USD","1.00","USD","-"
"DVN","DEVON ENERGY CORP","Energy","Equity","13,783,501.12","0.07","13,783,501.12","306,028.00","45.04","United States","NYSE","USD","1.00","USD","-"
"PYPL","PAYPAL HOLDINGS INC","Financials","Equity","13,655,230.80","0.07","13,655,230.80","243,192.00","56.15","United States","NASDAQ","USD","1.00","USD","-"
"COHR","COHERENT CORP","Information Technology","Equity","13,644,802.41","0.07","13,644,802.41","48,319.00","282.39","United States","NYSE","USD","1.00","USD","-"
"BE","BLOOM ENERGY CLASS A CORP","Industrials","Equity","13,473,673.86","0.07","13,473,673.86","72,874.00","184.89","United States","NYSE","USD","1.00","USD","-"
"STT","STATE STREET CORP","Financials","Equity","13,466,529.00","0.07","13,466,529.00","72,635.00","185.40","United States","NYSE","USD","1.00","USD","-"
"NKE","NIKE INC CLASS B","Consumer Discretionary","Equity","13,296,003.30","0.07","13,296,003.30","318,849.00","41.70","United States","NYSE","USD","1.00","USD","-"
"NU","NU HOLDINGS CLASS A","Financials","Equity","13,265,030.50","0.07","13,265,030.50","941,450.00","14.09","Brazil","NYSE","USD","1.00","USD","-"
"VTR","VENTAS REIT INC","Real Estate","Equity","13,220,197.65","0.07","13,220,197.65","131,505.00","100.53","United States","NYSE","USD","1.00","USD","-"
"AZO","AUTOZONE INC","Consumer Discretionary","Equity","13,210,750.47","0.07","13,210,750.47","4,467.00","2,957.41","United States","NYSE","USD","1.00","USD","-"
"EBAY","EBAY INC","Consumer Discretionary","Equity","13,199,434.96","0.07","13,199,434.96","120,664.00","109.39","United States","NASDAQ","USD","1.00","USD","-"
"EXC","EXELON CORP","Utilities","Equity","13,189,289.82","0.07","13,189,289.82","277,494.00","47.53","United States","NASDAQ","USD","1.00","USD","-"
"AMP","AMERIPRISE FINANCE INC","Financials","Equity","13,182,832.50","0.07","13,182,832.50","24,925.00","528.90","United States","NYSE","USD","1.00","USD","-"
"EW","EDWARDS LIFESCIENCES CORP","Health Care","Equity","12,787,240.39","0.07","12,787,240.39","154,753.00","82.63","United States","NYSE","USD","1.00","USD","-"
"HUM","HUMANA INC","Health Care","Equity","12,736,993.12","0.07","12,736,993.12","32,716.00","389.32","United States","NYSE","USD","1.00","USD","-"
"ALAB","ASTERA LABS INC","Information Technology","Equity","12,119,814.28","0.06","12,119,814.28","41,566.00","291.58","United States","NASDAQ","USD","1.00","USD","-"
"BDX","BECTON DICKINSON","Health Care","Equity","12,068,177.52","0.06","12,068,177.52","77,182.00","156.36","United States","NYSE","USD","1.00","USD","-"
"ADSK","AUTODESK INC","Information Technology","Equity","12,023,289.50","0.06","12,023,289.50","57,322.00","209.75","United States","NASDAQ","USD","1.00","USD","-"
"FERG","FERGUSON ENTERPRISES INC","Industrials","Equity","11,903,264.01","0.06","11,903,264.01","51,603.00","230.67","United States","NYSE","USD","1.00","USD","-"
"ODFL","OLD DOMINION FREIGHT LINE INC","Industrials","Equity","11,807,933.20","0.06","11,807,933.20","50,680.00","232.99","United States","NASDAQ","USD","1.00","USD","-"
"IDXX","IDEXX LABORATORIES INC","Health Care","Equity","11,802,490.56","0.06","11,802,490.56","21,683.00","544.32","United States","NASDAQ","USD","1.00","USD","-"
"FLEX","FLEX LTD","Information Technology","Equity","11,783,449.30","0.06","11,783,449.30","99,430.00","118.51","United States","NASDAQ","USD","1.00","USD","-"
"RSG","REPUBLIC SERVICES INC","Industrials","Equity","11,717,044.38","0.06","11,717,044.38","54,018.00","216.91","United States","NYSE","USD","1.00","USD","-"
"TTWO","TAKE TWO INTERACTIVE SOFTWARE INC","Communication","Equity","11,492,156.50","0.06","11,492,156.50","49,610.00","231.65","United States","NASDAQ","USD","1.00","USD","-"
"MCHP","MICROCHIP TECHNOLOGY INC","Information Technology","Equity","11,416,719.92","0.06","11,416,719.92","144,772.00","78.86","United States","NASDAQ","USD","1.00","USD","-"
"AIG","AMERICAN INTERNATIONAL GROUP INC","Financials","Equity","11,415,947.76","0.06","11,415,947.76","144,396.00","79.06","United States","NYSE","USD","1.00","USD","-"
"CVNA","CARVANA CLASS A","Consumer Discretionary","Equity","11,379,478.90","0.06","11,379,478.90","188,215.00","60.46","United States","NYSE","USD","1.00","USD","-"
"PRU","PRUDENTIAL FINANCIAL INC","Financials","Equity","11,331,301.64","0.06","11,331,301.64","94,459.00","119.96","United States","NYSE","USD","1.00","USD","-"
"ED","CONSOLIDATED EDISON INC","Utilities","Equity","11,309,927.79","0.06","11,309,927.79","100,079.00","113.01","United States","NYSE","USD","1.00","USD","-"
"OXY","OCCIDENTAL PETROLEUM CORP","Energy","Equity","11,281,224.00","0.06","11,281,224.00","196,880.00","57.30","United States","NYSE","USD","1.00","USD","-"
"YUM","YUM BRANDS INC","Consumer Discretionary","Equity","11,174,212.20","0.06","11,174,212.20","75,035.00","148.92","United States","NYSE","USD","1.00","USD","-"
"ADM","ARCHER DANIELS MIDLAND","Consumer Staples","Equity","11,165,733.60","0.06","11,165,733.60","129,955.00","85.92","United States","NYSE","USD","1.00","USD","-"
"NDAQ","NASDAQ INC","Financials","Equity","11,128,339.78","0.06","11,128,339.78","120,842.00","92.09","United States","NASDAQ","USD","1.00","USD","-"
"CBRE","CBRE GROUP INC CLASS A","Real Estate","Equity","11,045,789.84","0.06","11,045,789.84","79,204.00","139.46","United States","NYSE","USD","1.00","USD","-"
"CMG","CHIPOTLE MEXICAN GRILL INC","Consumer Discretionary","Equity","11,020,480.35","0.06","11,020,480.35","346,665.00","31.79","United States","NYSE","USD","1.00","USD","-"
"XYZ","BLOCK INC CLASS A","Financials","Equity","10,906,618.35","0.06","10,906,618.35","141,369.00","77.15","United States","NYSE","USD","1.00","USD","-"
"IBKR","INTERACTIVE BROKERS GROUP INC CLAS","Financials","Equity","10,872,566.10","0.06","10,872,566.10","118,515.00","91.74","United States","NASDAQ","USD","1.00","USD","-"
"AU","ANGLOGOLD ASHANTI PLC","Materials","Equity","10,814,405.80","0.06","10,814,405.80","135,740.00","79.67","South Africa","NYSE","USD","1.00","USD","-"
"PEG","PUBLIC SERVICE ENTERPRISE GROUP IN","Utilities","Equity","10,797,255.47","0.06","10,797,255.47","135,287.00","79.81","United States","NYSE","USD","1.00","USD","-"
"GRMN","GARMIN LTD","Consumer Discretionary","Equity","10,738,037.52","0.06","10,738,037.52","44,184.00","243.03","United States","NYSE","USD","1.00","USD","-"
"SYY","SYSCO CORP","Consumer Staples","Equity","10,731,744.97","0.06","10,731,744.97","129,127.00","83.11","United States","NYSE","USD","1.00","USD","-"
"FANG","DIAMONDBACK ENERGY INC","Energy","Equity","10,643,155.32","0.05","10,643,155.32","51,999.00","204.68","United States","NASDAQ","USD","1.00","USD","-"
"A","AGILENT TECHNOLOGIES INC","Health Care","Equity","10,625,963.31","0.05","10,625,963.31","76,683.00","138.57","United States","NYSE","USD","1.00","USD","-"
"PCG","PG&E CORP","Utilities","Equity","10,589,119.80","0.05","10,589,119.80","593,228.00","17.85","United States","NYSE","USD","1.00","USD","-"
"AXON","AXON ENTERPRISE INC","Industrials","Equity","10,546,125.96","0.05","10,546,125.96","20,994.00","502.34","United States","NASDAQ","USD","1.00","USD","-"
"MSCI","MSCI INC","Financials","Equity","10,510,725.57","0.05","10,510,725.57","19,083.00","550.79","United States","NYSE","USD","1.00","USD","-"
"UAL","UNITED AIRLINES HOLDINGS INC","Industrials","Equity","10,480,022.97","0.05","10,480,022.97","88,611.00","118.27","United States","NASDAQ","USD","1.00","USD","-"
"HIG","HARTFORD INSURANCE GROUP INC","Financials","Equity","10,442,362.71","0.05","10,442,362.71","74,307.00","140.53","United States","NYSE","USD","1.00","USD","-"
"KDP","KEURIG DR PEPPER INC","Consumer Staples","Equity","10,419,579.52","0.05","10,419,579.52","351,064.00","29.68","United States","NASDAQ","USD","1.00","USD","-"
"WEC","WEC ENERGY GROUP INC","Utilities","Equity","10,254,675.06","0.05","10,254,675.06","88,578.00","115.77","United States","NYSE","USD","1.00","USD","-"
